unitid,Total,Men,Women,Group
178679,88,47,41,Completers within 150% of normal time
178697,344,145,199,Incoming cohort (minus exclusions)
178697,215,89,126,Completers within 150% of normal time
178721,139,49,90,Incoming cohort (minus exclusions)
178721,37,15,22,Completers within 150% of normal time
178767,6,0,6,Incoming cohort (minus exclusions)
178767,6,0,6,Completers within 150% of normal time
178891,11,10,1,Incoming cohort (minus exclusions)
178891,8,7,1,Completers within 150% of normal time
179043,318,126,192,Incoming cohort (minus exclusions)
179043,236,85,151,Completers within 150% of normal time
179159,1622,664,958,Incoming cohort (minus exclusions)
179159,1297,507,790,Completers within 150% of normal time
179256,10,9,1,Incoming cohort (minus exclusions)
179256,4,4,0,Completers within 150% of normal time
179265,188,73,115,Incoming cohort (minus exclusions)
179265,144,59,85,Completers within 150% of normal time
179326,423,182,241,Incoming cohort (minus exclusions)
179326,220,80,140,Completers within 150% of normal time
179548,189,0,189,Incoming cohort (minus exclusions)
179548,101,0,101,Completers within 150% of normal time
179557,1554,662,892,Incoming cohort (minus exclusions)
179557,842,322,520,Completers within 150% of normal time
179566,3196,1169,2027,Incoming cohort (minus exclusions)
179566,1901,635,1266,Completers within 150% of normal time
179867,1716,822,894,Incoming cohort (minus exclusions)
179867,1598,752,846,Completers within 150% of normal time
179894,412,172,240,Incoming cohort (minus exclusions)
179894,235,84,151,Completers within 150% of normal time
179946,239,123,116,Incoming cohort (minus exclusions)
179946,125,59,66,Completers within 150% of normal time
179955,245,119,126,Incoming cohort (minus exclusions)
179955,160,71,89,Completers within 150% of normal time
179964,190,51,139,Incoming cohort (minus exclusions)
179964,105,28,77,Completers within 150% of normal time
180106,387,176,211,Incoming cohort (minus exclusions)
180106,261,121,140,Completers within 150% of normal time
180179,391,154,237,Incoming cohort (minus exclusions)
180179,113,37,76,Completers within 150% of normal time
180258,163,88,75,Incoming cohort (minus exclusions)
180258,63,34,29,Completers within 150% of normal time
180416,286,212,74,Incoming cohort (minus exclusions)
180416,164,114,50,Completers within 150% of normal time
180461,2499,1417,1082,Incoming cohort (minus exclusions)
180461,1362,708,654,Completers within 150% of normal time
180489,1298,559,739,Incoming cohort (minus exclusions)
180489,658,256,402,Completers within 150% of normal time
180522,80,62,18,Incoming cohort (minus exclusions)
180522,33,25,8,Completers within 150% of normal time
180595,239,112,127,Incoming cohort (minus exclusions)
180595,125,56,69,Completers within 150% of normal time
180647,45,17,28,Incoming cohort (minus exclusions)
180647,22,8,14,Completers within 150% of normal time
180692,200,80,120,Incoming cohort (minus exclusions)
180692,92,35,57,Completers within 150% of normal time
180814,53,27,26,Incoming cohort (minus exclusions)
180814,12,4,8,Completers within 150% of normal time
180832,25,1,24,Incoming cohort (minus exclusions)
180832,17,0,17,Completers within 150% of normal time
180878,43,4,39,Incoming cohort (minus exclusions)
180878,30,2,28,Completers within 150% of normal time
180948,413,184,229,Incoming cohort (minus exclusions)
180948,160,62,98,Completers within 150% of normal time
180984,347,171,176,Incoming cohort (minus exclusions)
180984,202,78,124,Completers within 150% of normal time
181002,1041,463,578,Incoming cohort (minus exclusions)
181002,816,362,454,Completers within 150% of normal time
181020,330,196,134,Incoming cohort (minus exclusions)
181020,194,112,82,Completers within 150% of normal time
181127,293,161,132,Incoming cohort (minus exclusions)
181127,145,66,79,Completers within 150% of normal time
181215,767,320,447,Incoming cohort (minus exclusions)
181215,436,154,282,Completers within 150% of normal time
181297,22,1,21,Incoming cohort (minus exclusions)
181297,16,0,16,Completers within 150% of normal time
181330,309,184,125,Incoming cohort (minus exclusions)
181330,139,72,67,Completers within 150% of normal time
181394,1510,735,775,Incoming cohort (minus exclusions)
181394,786,350,436,Completers within 150% of normal time
181446,439,207,232,Incoming cohort (minus exclusions)
181446,289,123,166,Completers within 150% of normal time
181464,4108,2253,1855,Incoming cohort (minus exclusions)
181464,2729,1412,1317,Completers within 150% of normal time
181534,248,126,122,Incoming cohort (minus exclusions)
181534,99,37,62,Completers within 150% of normal time
181543,1,1,0,Incoming cohort (minus exclusions)
181543,1,1,0,Completers within 150% of normal time
181604,74,0,74,Incoming cohort (minus exclusions)
181604,44,0,44,Completers within 150% of normal time
181738,153,52,101,Incoming cohort (minus exclusions)
181738,93,32,61,Completers within 150% of normal time
181783,630,260,370,Incoming cohort (minus exclusions)
181783,315,122,193,Completers within 150% of normal time
181853,108,72,36,Incoming cohort (minus exclusions)
181853,46,25,21,Completers within 150% of normal time
182281,3654,1503,2151,Incoming cohort (minus exclusions)
182281,1723,639,1084,Completers within 150% of normal time
182290,3797,1793,2004,Incoming cohort (minus exclusions)
182290,2380,1071,1309,Completers within 150% of normal time
182306,49,25,24,Incoming cohort (minus exclusions)
182306,22,15,7,Completers within 150% of normal time
182458,88,49,39,Incoming cohort (minus exclusions)
182458,30,16,14,Completers within 150% of normal time
182634,268,89,179,Incoming cohort (minus exclusions)
182634,173,50,123,Completers within 150% of normal time
182670,1110,558,552,Incoming cohort (minus exclusions)
182670,1039,507,532,Completers within 150% of normal time
182795,424,212,212,Incoming cohort (minus exclusions)
182795,176,77,99,Completers within 150% of normal time
182917,34,12,22,Incoming cohort (minus exclusions)
182917,23,7,16,Completers within 150% of normal time
182980,453,202,251,Incoming cohort (minus exclusions)
182980,106,41,65,Completers within 150% of normal time
183026,1666,661,1005,Incoming cohort (minus exclusions)
183026,624,234,390,Completers within 150% of normal time
183044,3116,1407,1709,Incoming cohort (minus exclusions)
183044,2438,1073,1365,Completers within 150% of normal time
183062,913,383,530,Incoming cohort (minus exclusions)
183062,547,233,314,Completers within 150% of normal time
183071,42,16,26,Incoming cohort (minus exclusions)
183071,28,8,20,Completers within 150% of normal time
183080,1343,634,709,Incoming cohort (minus exclusions)
183080,716,320,396,Completers within 150% of normal time
183211,179,54,125,Incoming cohort (minus exclusions)
183211,110,32,78,Completers within 150% of normal time
183239,528,217,311,Incoming cohort (minus exclusions)
183239,409,150,259,Completers within 150% of normal time
183257,33,13,20,Incoming cohort (minus exclusions)
183257,5,1,4,Completers within 150% of normal time
183275,10,4,6,Incoming cohort (minus exclusions)
183275,9,4,5,Completers within 150% of normal time
183789,165,79,86,Incoming cohort (minus exclusions)
183789,69,31,38,Completers within 150% of normal time
183822,428,151,277,Incoming cohort (minus exclusions)
183822,161,40,121,Completers within 150% of normal time
183910,332,85,247,Incoming cohort (minus exclusions)
183910,196,49,147,Completers within 150% of normal time
183974,225,91,134,Incoming cohort (minus exclusions)
183974,154,62,92,Completers within 150% of normal time
184348,356,144,212,Incoming cohort (minus exclusions)
184348,263,103,160,Completers within 150% of normal time
184603,410,179,231,Incoming cohort (minus exclusions)
184603,219,92,127,Completers within 150% of normal time
184612,296,82,214,Incoming cohort (minus exclusions)
184612,154,31,123,Completers within 150% of normal time
184694,692,319,373,Incoming cohort (minus exclusions)
184694,429,189,240,Completers within 150% of normal time
184773,149,48,101,Incoming cohort (minus exclusions)
184773,87,23,64,Completers within 150% of normal time
184782,2216,1292,924,Incoming cohort (minus exclusions)
184782,1520,838,682,Completers within 150% of normal time
184959,1,0,1,Incoming cohort (minus exclusions)
184959,1,0,1,Completers within 150% of normal time
185129,787,364,423,Incoming cohort (minus exclusions)
185129,307,118,189,Completers within 150% of normal time
185262,1490,640,850,Incoming cohort (minus exclusions)
185262,711,273,438,Completers within 150% of normal time
185572,1128,457,671,Incoming cohort (minus exclusions)
185572,781,310,471,Completers within 150% of normal time
185590,3097,1147,1950,Incoming cohort (minus exclusions)
185590,2085,725,1360,Completers within 150% of normal time
185828,977,757,220,Incoming cohort (minus exclusions)
185828,720,535,185,Completers within 150% of normal time
186131,1316,692,624,Incoming cohort (minus exclusions)
186131,1284,668,616,Completers within 150% of normal time
186186,41,41,0,Incoming cohort (minus exclusions)
186186,5,5,0,Completers within 150% of normal time
186201,927,433,494,Incoming cohort (minus exclusions)
186201,665,300,365,Completers within 150% of normal time
186283,861,385,476,Incoming cohort (minus exclusions)
186283,524,216,308,Completers within 150% of normal time
186371,422,184,238,Incoming cohort (minus exclusions)
186371,299,115,184,Completers within 150% of normal time
186380,6386,3187,3199,Incoming cohort (minus exclusions)
186380,5350,2560,2790,Completers within 150% of normal time
186399,1191,559,632,Incoming cohort (minus exclusions)
186399,773,321,452,Completers within 150% of normal time
186432,567,223,344,Incoming cohort (minus exclusions)
186432,331,112,219,Completers within 150% of normal time
186584,1404,672,732,Incoming cohort (minus exclusions)
186584,1010,429,581,Completers within 150% of normal time
186618,101,0,101,Incoming cohort (minus exclusions)
186618,39,0,39,Completers within 150% of normal time
186867,684,494,190,Incoming cohort (minus exclusions)
186867,597,430,167,Completers within 150% of normal time
186876,1143,427,716,Incoming cohort (minus exclusions)
186876,871,304,567,Completers within 150% of normal time
186900,17,17,0,Incoming cohort (minus exclusions)
186900,1,1,0,Completers within 150% of normal time
187134,1451,592,859,Incoming cohort (minus exclusions)
187134,1261,500,761,Completers within 150% of normal time
187444,1291,639,652,Incoming cohort (minus exclusions)
187444,707,312,395,Completers within 150% of normal time
187596,17,11,6,Incoming cohort (minus exclusions)
187596,4,1,3,Completers within 150% of normal time
187648,593,282,311,Incoming cohort (minus exclusions)
187648,238,106,132,Completers within 150% of normal time
187745,24,10,14,Incoming cohort (minus exclusions)
187745,7,1,6,Completers within 150% of normal time
187897,298,151,147,Incoming cohort (minus exclusions)
187897,79,27,52,Completers within 150% of normal time
187967,333,253,80,Incoming cohort (minus exclusions)
187967,184,130,54,Completers within 150% of normal time
187985,3281,1416,1865,Incoming cohort (minus exclusions)
187985,1758,698,1060,Completers within 150% of normal time
188030,1970,914,1056,Incoming cohort (minus exclusions)
188030,993,437,556,Completers within 150% of normal time
188058,49,31,18,Incoming cohort (minus exclusions)
188058,23,8,15,Completers within 150% of normal time
188182,88,48,40,Incoming cohort (minus exclusions)
188182,8,4,4,Completers within 150% of normal time
188304,153,90,63,Incoming cohort (minus exclusions)
188304,39,19,20,Completers within 150% of normal time
188340,77,71,6,Incoming cohort (minus exclusions)
188340,35,32,3,Completers within 150% of normal time
188429,847,290,557,Incoming cohort (minus exclusions)
188429,604,206,398,Completers within 150% of normal time
188517,1,0,1,Incoming cohort (minus exclusions)
188517,1,0,1,Completers within 150% of normal time
188526,40,16,24,Incoming cohort (minus exclusions)
188526,29,12,17,Completers within 150% of normal time
188641,454,232,222,Incoming cohort (minus exclusions)
188641,272,126,146,Completers within 150% of normal time
188854,199,65,134,Incoming cohort (minus exclusions)
188854,136,39,97,Completers within 150% of normal time
189088,453,192,261,Incoming cohort (minus exclusions)
